item_identificador,loja_identificador,vendas_totais,item_peso,item_conteudo_gordura,item_visibilidade,item_tipo,item_preco,loja_ano_estabelecimento,loja_tamanho,loja_tipo_localizacao,loja_tipo
FDR35,OUT018,258796.46,12.5,Baixo Teor de Gordura,0.020782036,Pães,198.37,2019,Médio,Nível 3,Supermercado Tipo 2
NCA42,OUT045,332766.84,6.965,Baixo Teor de Gordura,0.0,Cereais,159.66,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDJ58,OUT046,343552.8,15.6,Regular,0.105296072,Lanches,170.18,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDF04,OUT019,51666.08,12.857645184135977,Baixo Teor de Gordura,0.023876708,Alimentos Congelados,258.63,1995,Pequeno,Nível 1,Mercado
FDT04,OUT018,62851.52,17.25,Baixo Teor de Gordura,0.0,Alimentos Congelados,40.88,2019,Médio,Nível 3,Supermercado Tipo 2
FDD16,OUT046,238622.72,20.5,Baixo Teor de Gordura,0.036353098,Alimentos Congelados,75.87,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCL53,OUT027,672990.64,12.857645184135977,Baixo Teor de Gordura,0.0,Mercearia,175.4,1995,Médio,Nível 3,Supermercado Tipo 3
FDU38,OUT019,57525.12,12.857645184135977,Baixo Teor de Gordura,0.144534212,Laticínios,190.65,1995,Pequeno,Nível 1,Mercado
NCK05,OUT018,98005.76,20.1,Baixo Teor de Gordura,0.077769768,Mercearia,63.05,2019,Médio,Nível 3,Supermercado Tipo 2
DRC24,OUT017,338359.56,17.85,Baixo Teor de Gordura,0.024961677,Bebidas Não Alcoólicas,153.2,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDA15,OUT045,597622.08,9.3,Baixo Teor de Gordura,0.016054884000000002,Laticínios,250.21,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDG16,OUT049,323578.8,15.25,Baixo Teor de Gordura,0.08995645000000001,Alimentos Congelados,217.12,2009,Médio,Nível 1,Supermercado Tipo 1
DRH51,OUT035,35154.24,17.6,Baixo Teor de Gordura,0.097198194,Laticínios,89.89,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDK26,OUT045,354205.6,5.46,Regular,0.032242661,Enlatados,187.62,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDQ24,OUT045,201337.92,15.7,Baixo Teor de Gordura,0.07381609700000001,Confeitaria,253.47,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDX21,OUT027,207463.28,12.857645184135977,Baixo Teor de Gordura,0.08455456900000001,Lanches,109.89,1995,Médio,Nível 3,Supermercado Tipo 3
DRI25,OUT045,138153.5,19.6,Baixo Teor de Gordura,0.033970195,Bebidas Não Alcoólicas,55.16,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCR30,OUT010,14913.92,20.6,Baixo Teor de Gordura,0.118827682,Cereais,75.07,2008,Desconhecido,Nível 3,Mercado
DRI23,OUT017,144412.02,18.85,Baixo Teor de Gordura,0.13797299300000002,Bebidas Alcoólicas,158.46,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDL56,OUT027,313991.28,12.857645184135977,Baixo Teor de Gordura,0.12517151,Frutas e Vegetais,88.92,1995,Médio,Nível 3,Supermercado Tipo 3
NCI06,OUT045,503344.8,11.3,Baixo Teor de Gordura,0.047814463,Cereais,179.27,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCX41,OUT045,275241.72,19.0,Baixo Teor de Gordura,0.017755213000000002,Mercearia,211.72,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDB10,OUT018,118179.5,10.0,Baixo Teor de Gordura,0.0674819,Lanches,234.86,2019,Médio,Nível 3,Supermercado Tipo 2
FDO10,OUT010,11451.76,13.65,Regular,0.021343732,Lanches,58.36,2008,Desconhecido,Nível 3,Mercado
FDQ04,OUT010,4127.96,6.4,Baixo Teor de Gordura,0.141860161,Alimentos Congelados,41.08,2008,Desconhecido,Nível 3,Mercado
FDL51,OUT013,300142.64,20.7,Regular,0.047451850000000004,Laticínios,214.69,1997,Grande,Nível 3,Supermercado Tipo 1
FDZ44,OUT049,70308.48,8.185,Baixo Teor de Gordura,0.038789271,Frutas e Vegetais,115.68,2009,Médio,Nível 1,Supermercado Tipo 1
FDR31,OUT013,291620.4,6.46,Regular,0.049121972,Frutas e Vegetais,144.61,1997,Grande,Nível 3,Supermercado Tipo 1
FDK27,OUT019,12117.56,12.857645184135977,Baixo Teor de Gordura,0.015664229,Açougue,122.28,1995,Pequeno,Nível 1,Mercado
FDI07,OUT046,514130.76,12.35,Regular,0.033760862,Açougue,196.94,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCM55,OUT049,314657.08,15.6,Baixo Teor de Gordura,0.06682987500000001,Outros,185.59,2009,Médio,Nível 1,Supermercado Tipo 1
DRK59,OUT045,281233.92,8.895,Baixo Teor de Gordura,0.0,Bebidas Alcoólicas,232.96,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDD40,OUT027,519523.74,12.857645184135977,Regular,0.014721719000000001,Laticínios,193.62,1995,Médio,Nível 3,Supermercado Tipo 3
FDW04,OUT045,142814.1,8.985,Regular,0.057944376000000006,Alimentos Congelados,131.53,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDU32,OUT013,158393.82,8.785,Baixo Teor de Gordura,0.0,Frutas e Vegetais,120.54,1997,Grande,Nível 3,Supermercado Tipo 1
FDF47,OUT013,336561.9,20.85,Baixo Teor de Gordura,0.097536998,Alimentos Ricos em Amido,225.37,1997,Grande,Nível 3,Supermercado Tipo 1
FDK20,OUT045,98005.76,12.6,Regular,0.041641933000000006,Frutas e Vegetais,121.11,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDF52,OUT045,164186.28,9.3,Baixo Teor de Gordura,0.06691873100000001,Alimentos Congelados,184.23,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDT60,OUT017,148606.56,12.0,Baixo Teor de Gordura,0.07597564200000001,Confeitaria,124.14,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCN05,OUT046,73238.0,8.235,Baixo Teor de Gordura,0.014459672000000002,Mercearia,181.9,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDN28,OUT018,196078.1,5.88,Regular,0.030371121,Alimentos Congelados,101.8,2019,Médio,Nível 3,Supermercado Tipo 2
NCZ42,OUT010,71107.44,10.5,Baixo Teor de Gordura,0.0,Cereais,238.32,2008,Desconhecido,Nível 3,Mercado
FDM58,OUT017,201337.92,16.85,Regular,0.080141165,Lanches,111.45,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCO29,OUT013,148007.34,11.15,Baixo Teor de Gordura,0.032229348000000005,Mercearia,163.25,1997,Grande,Nível 3,Supermercado Tipo 1
FDB11,OUT035,630113.12,16.0,Baixo Teor de Gordura,0.060836524,Alimentos Ricos em Amido,226.84,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDN44,OUT027,431438.4,12.857645184135977,Baixo Teor de Gordura,0.022685222,Frutas e Vegetais,161.59,1995,Médio,Nível 3,Supermercado Tipo 3
FDJ60,OUT046,330236.8,19.35,Regular,0.062528426,Confeitaria,166.92,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDF22,OUT045,192349.62,6.865,Baixo Teor de Gordura,0.056945936,Lanches,214.62,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDB23,OUT018,157994.34,19.2,Regular,0.005611367,Alimentos Ricos em Amido,226.21,2019,Médio,Nível 3,Supermercado Tipo 2
NCM30,OUT018,61919.4,19.1,Baixo Teor de Gordura,0.067569539,Cereais,43.08,2019,Médio,Nível 3,Supermercado Tipo 2
FDW07,OUT010,8855.14,18.0,Regular,0.23883187500000003,Frutas e Vegetais,88.25,2008,Desconhecido,Nível 3,Mercado
FDL27,OUT045,77499.12,6.17,Baixo Teor de Gordura,0.010652508000000002,Açougue,65.68,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCF43,OUT017,200405.8,8.51,Baixo Teor de Gordura,0.052239735,Cereais,141.95,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDO11,OUT010,24900.92,8.0,Regular,0.050657232,Pães,249.91,2008,Desconhecido,Nível 3,Mercado
FDT26,OUT046,239688.0,18.85,Regular,0.06795350600000001,Laticínios,119.04,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCF54,OUT045,310395.96,18.0,Baixo Teor de Gordura,0.047473135,Cereais,170.54,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRG36,OUT027,427776.5000000001,12.857645184135977,Baixo Teor de Gordura,0.09491634700000001,Bebidas Não Alcoólicas,172.31,1995,Médio,Nível 3,Supermercado Tipo 3
FDF04,OUT046,619992.9600000001,17.5,Baixo Teor de Gordura,0.013637046000000002,Alimentos Congelados,258.53,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDY47,OUT049,246678.9,8.6,Regular,0.0,Pães,131.53,2009,Médio,Nível 1,Supermercado Tipo 1
FDT11,OUT046,394286.76,5.94,Regular,0.029372367000000003,Pães,186.76,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRK39,OUT049,141482.5,7.02,Baixo Teor de Gordura,0.049942926000000006,Laticínios,82.42,2009,Médio,Nível 1,Supermercado Tipo 1
FDE05,OUT019,43743.06,12.857645184135977,Regular,0.0,Alimentos Congelados,145.21,1995,Pequeno,Nível 1,Mercado
FDX57,OUT013,272179.04,17.25,Regular,0.0,Lanches,95.21,1997,Grande,Nível 3,Supermercado Tipo 1
FDA40,OUT035,105462.72,16.0,Regular,0.09925243800000001,Alimentos Congelados,87.49,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDL48,OUT049,24301.7,19.35,Regular,0.082394321,Confeitaria,48.5,2009,Médio,Nível 1,Supermercado Tipo 1
NCQ50,OUT049,427443.6,18.75,Baixo Teor de Gordura,0.034360687,Cereais,215.72,2009,Médio,Nível 1,Supermercado Tipo 1
FDQ48,OUT018,68510.82,14.3,Regular,0.034551415,Confeitaria,98.17,2019,Médio,Nível 3,Supermercado Tipo 2
FDM08,OUT046,469788.48,10.1,Regular,0.053584207,Frutas e Vegetais,224.41,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDI28,OUT018,55461.14,14.3,Baixo Teor de Gordura,0.026428924000000003,Alimentos Congelados,78.23,2019,Médio,Nível 3,Supermercado Tipo 2
NCK19,OUT045,464994.72,9.8,Baixo Teor de Gordura,0.090649107,Outros,194.35,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDB57,OUT035,555943.0,20.25,Regular,0.018801549,Frutas e Vegetais,222.18,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDD50,OUT046,287492.44,18.85,Baixo Teor de Gordura,0.141642219,Enlatados,168.11,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDX02,OUT018,450080.8,16.0,Baixo Teor de Gordura,0.057292529,Laticínios,224.34,2019,Médio,Nível 3,Supermercado Tipo 2
FDW37,OUT017,63384.16,19.2,Baixo Teor de Gordura,0.12475207,Enlatados,90.95,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDX07,OUT018,384499.5,19.2,Regular,0.0,Frutas e Vegetais,184.6,2019,Médio,Nível 3,Supermercado Tipo 2
NCU17,OUT045,50933.7,5.32,Baixo Teor de Gordura,0.093071679,Mercearia,103.87,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCA06,OUT046,18309.5,20.5,Baixo Teor de Gordura,0.143283608,Cereais,37.92,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDW22,OUT027,620791.92,12.857645184135977,Regular,0.030143704,Lanches,222.01,1995,Médio,Nível 3,Supermercado Tipo 3
NCO54,OUT027,248676.3,12.857645184135977,Baixo Teor de Gordura,0.014205168,Cereais,56.76,1995,Médio,Nível 3,Supermercado Tipo 3
FDU04,OUT018,48736.56,7.93,Baixo Teor de Gordura,0.0,Alimentos Congelados,123.24,2019,Médio,Nível 3,Supermercado Tipo 2
NCO42,OUT017,379106.52,21.25,Baixo Teor de Gordura,0.024795057000000002,Cereais,147.41,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDU24,OUT013,121175.6,6.78,Regular,0.0,Confeitaria,94.01,1997,Grande,Nível 3,Supermercado Tipo 1
FDR15,OUT049,124105.12,9.3,Regular,0.033489979,Açougue,156.63,2009,Médio,Nível 1,Supermercado Tipo 1
FDP16,OUT046,270248.22,18.6,Baixo Teor de Gordura,0.039294854000000004,Alimentos Congelados,246.68,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDC35,OUT046,310595.7,7.435,Baixo Teor de Gordura,0.12283769400000001,Alimentos Ricos em Amido,208.76,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDL39,OUT018,36086.36,16.1,Regular,0.06358934000000001,Laticínios,179.43,2019,Médio,Nível 3,Supermercado Tipo 2
FDP32,OUT035,139884.58,6.65,Baixo Teor de Gordura,0.087652908,Frutas e Vegetais,128.87,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDX04,OUT049,115050.24,19.6,Regular,0.041636190000000003,Alimentos Congelados,47.34,2009,Médio,Nível 1,Supermercado Tipo 1
FDQ40,OUT018,158194.08,11.1,Regular,0.036174285,Alimentos Congelados,176.07,2019,Médio,Nível 3,Supermercado Tipo 2
FDE24,OUT045,42744.36,14.85,Baixo Teor de Gordura,0.09365216800000001,Confeitaria,141.58,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDB20,OUT017,77898.6,7.72,Baixo Teor de Gordura,0.052274691000000005,Frutas e Vegetais,79.2,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDE23,OUT046,32624.2,17.6,Regular,0.0,Alimentos Ricos em Amido,46.01,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDB57,OUT027,711607.0399999999,12.857645184135977,Regular,0.01871404,Frutas e Vegetais,223.48,1995,Médio,Nível 3,Supermercado Tipo 3
NCF18,OUT027,594426.24,12.857645184135977,Baixo Teor de Gordura,0.088551694,Cereais,191.55,1995,Médio,Nível 3,Supermercado Tipo 3
NCJ05,OUT035,198208.66,18.7,Baixo Teor de Gordura,0.046079558,Mercearia,151.57,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRL47,OUT027,100668.96,12.857645184135977,Baixo Teor de Gordura,0.038549197,Bebidas Alcoólicas,127.54,1995,Médio,Nível 3,Supermercado Tipo 3
FDV39,OUT046,237291.12,11.3,Baixo Teor de Gordura,0.007279889,Açougue,199.34,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDL24,OUT035,310395.96,10.3,Regular,0.024891881,Confeitaria,170.94,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCN43,OUT046,332567.1,12.15,Baixo Teor de Gordura,0.0,Outros,123.77,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT03,OUT046,55128.24,21.25,Baixo Teor de Gordura,0.009998763,Açougue,182.36,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU21,OUT027,71307.18,12.857645184135977,Regular,0.07634893300000001,Lanches,32.86,1995,Médio,Nível 3,Supermercado Tipo 3
NCO54,OUT018,138153.5,19.5,Baixo Teor de Gordura,0.014332439,Cereais,57.16,2019,Médio,Nível 3,Supermercado Tipo 2
NCP30,OUT013,58923.3,20.5,Baixo Teor de Gordura,0.032741422,Cereais,40.48,1997,Grande,Nível 3,Supermercado Tipo 1
FDZ55,OUT035,271646.4,6.055,Baixo Teor de Gordura,0.025403898,Frutas e Vegetais,160.99,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCR53,OUT010,22504.04,12.15,Baixo Teor de Gordura,0.24276866400000002,Mercearia,226.54,2008,Desconhecido,Nível 3,Mercado
FDP56,OUT049,64049.96,8.185,Baixo Teor de Gordura,0.046556408,Frutas e Vegetais,47.77,2009,Médio,Nível 1,Supermercado Tipo 1
FDU13,OUT013,338426.14,8.355,Baixo Teor de Gordura,0.0,Enlatados,145.64,1997,Grande,Nível 3,Supermercado Tipo 1
NCL29,OUT010,63384.16,9.695,Baixo Teor de Gordura,0.19071125400000002,Mercearia,159.16,2008,Desconhecido,Nível 3,Mercado
FDE02,OUT019,46938.9,12.857645184135977,Baixo Teor de Gordura,0.212293753,Enlatados,92.28,1995,Pequeno,Nível 1,Mercado
FDN21,OUT018,161123.6,18.6,Baixo Teor de Gordura,0.077168705,Lanches,160.62,2019,Médio,Nível 3,Supermercado Tipo 2
FDS04,OUT045,168580.56,10.195,Regular,0.146960375,Alimentos Congelados,142.28,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRF01,OUT035,189553.26,5.655,Baixo Teor de Gordura,0.175047104,Bebidas Não Alcoólicas,146.91,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCM30,OUT027,70175.32,12.857645184135977,Baixo Teor de Gordura,0.066969525,Cereais,39.28,1995,Médio,Nível 3,Supermercado Tipo 3
FDU37,OUT018,119844.0,9.5,Regular,0.10493392800000001,Enlatados,78.8,2019,Médio,Nível 3,Supermercado Tipo 2
FDH35,OUT027,526248.32,12.857645184135977,Baixo Teor de Gordura,0.059956876000000006,Alimentos Ricos em Amido,165.45,1995,Médio,Nível 3,Supermercado Tipo 3
FDI60,OUT049,88551.4,7.22,Regular,0.0383808,Confeitaria,62.35,2009,Médio,Nível 1,Supermercado Tipo 1
FDM04,OUT035,61519.92,9.195,Regular,0.0471117,Alimentos Congelados,52.07,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDZ21,OUT027,173773.8,12.857645184135977,Regular,0.039031927,Lanches,95.64,1995,Médio,Nível 3,Supermercado Tipo 3
NCM30,OUT013,66047.36,19.1,Baixo Teor de Gordura,0.067239404,Cereais,39.68,1997,Grande,Nível 3,Supermercado Tipo 1
FDQ13,OUT049,159392.52,11.1,Baixo Teor de Gordura,0.010658153,Enlatados,83.09,2009,Médio,Nível 1,Supermercado Tipo 1
FDS34,OUT035,159392.52,19.35,Regular,0.076744561,Lanches,113.45,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCQ30,OUT017,134025.54,7.725,Baixo Teor de Gordura,0.029236727,Cereais,123.84,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRL49,OUT045,42744.36,13.15,Baixo Teor de Gordura,0.056543464,Bebidas Não Alcoólicas,140.58,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDO58,OUT013,115116.82,19.6,Baixo Teor de Gordura,0.039544237,Lanches,163.65,1997,Grande,Nível 3,Supermercado Tipo 1
FDT27,OUT046,468723.2,11.395,Regular,0.069587171,Açougue,234.66,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDP24,OUT049,133293.16,20.6,Baixo Teor de Gordura,0.083133128,Confeitaria,120.18,2009,Médio,Nível 1,Supermercado Tipo 1
NCX41,OUT018,211724.4,19.0,Baixo Teor de Gordura,0.017791458,Mercearia,211.92,2019,Médio,Nível 3,Supermercado Tipo 2
DRC27,OUT017,196544.16,13.8,Baixo Teor de Gordura,0.05843112,Laticínios,243.68,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRI51,OUT010,34355.28,17.25,Baixo Teor de Gordura,0.07070382800000001,Laticínios,170.38,2008,Desconhecido,Nível 3,Mercado
FDL58,OUT045,184559.76,5.78,Regular,0.07429945,Lanches,264.96,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDL21,OUT045,71906.4,15.85,Regular,0.0071609080000000006,Lanches,39.35,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDC33,OUT018,275907.52,8.96,Regular,0.069219165,Frutas e Vegetais,196.58,2019,Médio,Nível 3,Supermercado Tipo 2
FDS15,OUT049,409866.48,9.195,Regular,0.078181964,Açougue,106.76,2009,Médio,Nível 1,Supermercado Tipo 1
FDZ36,OUT046,577914.4,6.035,Regular,0.065783783,Confeitaria,188.22,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT24,OUT027,301207.92,12.857645184135977,Regular,0.0,Confeitaria,75.93,1995,Médio,Nível 3,Supermercado Tipo 3
DRA59,OUT049,129564.68,8.27,Regular,0.128126825,Bebidas Não Alcoólicas,183.69,2009,Médio,Nível 1,Supermercado Tipo 1
NCB18,OUT027,336495.32,12.857645184135977,Baixo Teor de Gordura,0.041091215,Cereais,89.55,1995,Médio,Nível 3,Supermercado Tipo 3
FDK50,OUT013,177968.34,7.96,Baixo Teor de Gordura,0.028339599,Enlatados,162.49,1997,Grande,Nível 3,Supermercado Tipo 1
FDW59,OUT035,169113.2,13.15,Baixo Teor de Gordura,0.020711996,Pães,82.76,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDE14,OUT018,29961.0,13.65,Regular,0.031573246,Enlatados,99.47,2019,Médio,Nível 3,Supermercado Tipo 2
DRG13,OUT027,411131.4999999999,12.857645184135977,Baixo Teor de Gordura,0.037006076,Bebidas Não Alcoólicas,164.75,1995,Médio,Nível 3,Supermercado Tipo 3
FDL12,OUT027,107859.6,12.857645184135977,Regular,0.12104370900000001,Confeitaria,59.42,1995,Médio,Nível 3,Supermercado Tipo 3
NCT29,OUT019,24368.28,12.857645184135977,Baixo Teor de Gordura,0.112249603,Mercearia,123.34,1995,Pequeno,Nível 1,Mercado
FDO15,OUT049,96074.94,16.75,Regular,0.008579863,Açougue,72.3,2009,Médio,Nível 1,Supermercado Tipo 1
FDQ56,OUT010,8389.08,6.59,Baixo Teor de Gordura,0.17674825800000002,Frutas e Vegetais,82.79,2008,Desconhecido,Nível 3,Mercado
NCN29,OUT049,43743.06,15.2,Baixo Teor de Gordura,0.0,Mercearia,47.8,2009,Médio,Nível 1,Supermercado Tipo 1
FDN27,OUT027,386696.64,12.857645184135977,Baixo Teor de Gordura,0.039370913,Açougue,116.98,1995,Médio,Nível 3,Supermercado Tipo 3
FDX56,OUT013,496953.1200000001,17.1,Regular,0.07399784300000001,Frutas e Vegetais,207.06,1997,Grande,Nível 3,Supermercado Tipo 1
FDT20,OUT046,54062.96,10.5,Baixo Teor de Gordura,0.041395445,Frutas e Vegetais,37.62,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCM06,OUT017,200805.28,7.475,Baixo Teor de Gordura,0.07615624500000001,Cereais,156.47,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRH37,OUT045,230233.64,17.6,Baixo Teor de Gordura,0.041700756000000005,Bebidas Não Alcoólicas,164.85,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCE30,OUT019,106195.1,12.857645184135977,Baixo Teor de Gordura,0.17357440200000002,Cereais,214.09,1995,Pequeno,Nível 1,Mercado
NCD19,OUT045,33156.84,8.93,Baixo Teor de Gordura,0.0,Cereais,55.46,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDT46,OUT010,10120.16,11.35,Baixo Teor de Gordura,0.051564827,Lanches,49.0,2008,Desconhecido,Nível 3,Mercado
FDF41,OUT018,443422.8,12.15,Baixo Teor de Gordura,0.131714183,Alimentos Congelados,245.85,2019,Médio,Nível 3,Supermercado Tipo 2
FDV37,OUT010,19774.26,13.0,Regular,0.13978510400000002,Enlatados,196.24,2008,Desconhecido,Nível 3,Mercado
FDN33,OUT027,236359.0,12.857645184135977,Regular,0.12251957100000001,Lanches,93.04,1995,Médio,Nível 3,Supermercado Tipo 3
FDC59,OUT027,95875.2,12.857645184135977,Regular,0.05436436,Alimentos Ricos em Amido,63.82,1995,Médio,Nível 3,Supermercado Tipo 3
NCS53,OUT017,221844.56,14.5,Baixo Teor de Gordura,0.090286009,Mercearia,159.96,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRM49,OUT013,49069.46,6.11,Regular,0.151827552,Bebidas Não Alcoólicas,43.01,1997,Grande,Nível 3,Supermercado Tipo 1
NCD54,OUT013,303405.06,21.1,Baixo Teor de Gordura,0.028984804000000003,Cereais,146.18,1997,Grande,Nível 3,Supermercado Tipo 1
NCD19,OUT017,82892.1,8.93,Baixo Teor de Gordura,0.013253936000000001,Cereais,56.46,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCN43,OUT013,258663.3,12.15,Baixo Teor de Gordura,0.0067541170000000005,Outros,122.17,1997,Grande,Nível 3,Supermercado Tipo 1
FDC21,OUT013,162788.1,14.6,Regular,0.042923071,Frutas e Vegetais,109.83,1997,Grande,Nível 3,Supermercado Tipo 1
NCG43,OUT018,175837.78,20.2,Baixo Teor de Gordura,0.074541867,Cereais,94.15,2019,Médio,Nível 3,Supermercado Tipo 2
FDJ32,OUT046,42877.52,10.695,Baixo Teor de Gordura,0.057792343,Frutas e Vegetais,61.45,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDN49,OUT018,19974.0,17.25,Regular,0.125734578,Café da Manhã,41.75,2019,Médio,Nível 3,Supermercado Tipo 2
FDU52,OUT019,31292.6,12.857645184135977,Baixo Teor de Gordura,0.11165454500000001,Alimentos Congelados,157.06,1995,Pequeno,Nível 1,Mercado
FDK40,OUT010,52598.2,7.035,Baixo Teor de Gordura,0.0,Alimentos Congelados,263.29,2008,Desconhecido,Nível 3,Mercado
DRA59,OUT019,55527.72,12.857645184135977,Regular,0.223985293,Bebidas Não Alcoólicas,186.29,1995,Pequeno,Nível 1,Mercado
FDW12,OUT017,348346.56,8.315,Regular,0.035773394,Confeitaria,144.34,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCF19,OUT017,68044.76,13.0,Baixo Teor de Gordura,0.035307322,Cereais,47.5,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDA20,OUT017,260993.6,6.78,Baixo Teor de Gordura,0.066997921,Frutas e Vegetais,186.52,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDR24,OUT035,170777.7,17.35,Regular,0.062839798,Confeitaria,90.88,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDK02,OUT049,143812.8,12.5,Baixo Teor de Gordura,0.112399145,Enlatados,120.44,2009,Médio,Nível 1,Supermercado Tipo 1
DRH03,OUT035,27963.6,17.25,Baixo Teor de Gordura,0.035057688000000004,Laticínios,91.61,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDM03,OUT027,203668.22,12.857645184135977,Baixo Teor de Gordura,0.0,Açougue,109.19,1995,Médio,Nível 3,Supermercado Tipo 3
DRD12,OUT045,63850.22,6.96,Baixo Teor de Gordura,0.077350112,Bebidas Não Alcoólicas,91.41,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCZ54,OUT018,259928.32,14.65,Baixo Teor de Gordura,0.083698962,Cereais,163.46,2019,Médio,Nível 3,Supermercado Tipo 2
FDJ33,OUT018,295615.2,8.895,Regular,0.088681966,Lanches,121.97,2019,Médio,Nível 3,Supermercado Tipo 2
FDR45,OUT017,454142.18,10.8,Baixo Teor de Gordura,0.029107004000000002,Lanches,240.52,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRK12,OUT018,36619.0,9.5,Baixo Teor de Gordura,0.042056944000000006,Bebidas Não Alcoólicas,31.89,2019,Médio,Nível 3,Supermercado Tipo 2
FDN49,OUT046,67911.6,17.25,Regular,0.125224466,Café da Manhã,41.25,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDK10,OUT017,125836.2,5.785,Regular,0.040587146000000004,Lanches,180.37,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDE16,OUT010,104197.7,8.895,Baixo Teor de Gordura,0.044093978000000006,Alimentos Congelados,208.4,2008,Desconhecido,Nível 3,Mercado
FDG02,OUT018,95209.4,7.855,Baixo Teor de Gordura,0.011307038,Enlatados,188.52,2019,Médio,Nível 3,Supermercado Tipo 2
NCZ17,OUT018,49335.78,12.15,Baixo Teor de Gordura,0.079755214,Mercearia,36.65,2019,Médio,Nível 3,Supermercado Tipo 2
DRH23,OUT049,55261.4,14.65,Baixo Teor de Gordura,0.0,Bebidas Alcoólicas,54.96,2009,Médio,Nível 1,Supermercado Tipo 1
